Age,workclass,education,education-num,marital,occupation,relationship,sex,capital-gain,capital loss,hours-per-week,salary
24,State-gov,,14,,Prof-specialty,Not-in-family,Female,0,0,10,0
53,Private,HS-grad,9,Married-civ-spouse,Craft-repair,,,0,0,40,1
44,Private,11th,7,Separated,Other-service,Unmarried,Female,,0,60,0
40,Private,HS-grad,,Separated,Transport-moving,Unmarried,Female,0,0,40,0
48,Private,Some-college,10,Married-civ-spouse,Craft-repair,,Male,7688,0,40,0
,Private,Assoc-voc,11,Separated,,Unmarried,Female,0,0,35,0
22,Private,HS-grad,9,Never-married,Sales,Own-child,Female,0,0,40,0
43,Private,HS-grad,,Divorced,Exec-managerial,Not-in-family,Female,,0,40,0
37,Local-gov,HS-grad,9,Married-civ-spouse,Other-service,Wife,Female,0,0,25,1
30,Private,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,Male,0,0,40,0
41,Private,HS-grad,9,Married-civ-spouse,Sales,Husband,Male,0,0,,0
38,Private,Prof-school,15,Married-civ-spouse,Prof-specialty,Husband,Male,0,0,60,0
42,Self-emp-not-inc,HS-grad,9,Married-civ-spouse,Farming-fishing,,Male,0,0,50,0
20,,HS-grad,9,Never-married,Transport-moving,Own-child,Male,0,0,40,0
36,Private,Bachelors,13,,Adm-clerical,Not-in-family,Female,,0,40,0
32,Federal-gov,Assoc-voc,,Never-married,Prof-specialty,Other-relative,Male,0,0,40,0
27,Private,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,Male,0,,40,0
25,State-gov,Some-college,10,Divorced,Protective-serv,Other-relative,Male,0,0,45,0
40,,Masters,14,Never-married,Exec-managerial,Not-in-family,Male,0,0,40,1
49,Private,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,Male,0,0,45,0
17,Private,11th,7,,Other-service,Own-child,Female,0,0,16,0
29,Private,HS-grad,9,,Sales,Unmarried,Female,0,0,40,0
47,Private,Prof-school,15,Married-civ-spouse,Prof-specialty,Husband,Male,99999,,55,0
24,Self-emp-not-inc,Some-college,10,Separated,Handlers-cleaners,Own-child,Male,0,0,45,0
29,,HS-grad,9,Never-married,Craft-repair,Not-in-family,Male,,0,40,1
45,Private,Some-college,10,Married-civ-spouse,Adm-clerical,Wife,Female,0,0,24,0
30,Private,12th,8,Married-civ-spouse,Craft-repair,Husband,Male,0,0,50,0
19,Private,Some-college,10,Never-married,Adm-clerical,Own-child,Male,0,0,20,0
59,,10th,6,Married-civ-spouse,Transport-moving,Husband,,0,1485,40,0
47,Private,,4,Married-spouse-absent,,Unmarried,Female,0,0,30,0
41,Private,Some-college,10,,Tech-support,Husband,Male,,0,40,0
28,,Assoc-acdm,12,Never-married,,Own-child,Male,,0,40,0
,,Assoc-acdm,12,Married-civ-spouse,Craft-repair,Husband,Male,0,0,40,1
40,Self-emp-not-inc,Some-college,,,Craft-repair,Husband,Male,0,0,60,0
66,State-gov,10th,6,Divorced,Other-service,Not-in-family,Female,0,0,40,0
44,Self-emp-not-inc,,10,Never-married,Craft-repair,Own-child,Male,0,0,12,0
58,Self-emp-not-inc,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,Male,15024,0,60,0
21,Private,7th-8th,4,Never-married,Other-service,Other-relative,Male,0,0,48,0
,Private,9th,5,Widowed,Other-service,Unmarried,,0,0,40,0
35,Local-gov,Some-college,10,Married-civ-spouse,Other-service,Husband,Male,0,0,,0
,Private,9th,5,Married-civ-spouse,Adm-clerical,Husband,Male,5178,,40,0
30,Private,HS-grad,,Married-civ-spouse,Transport-moving,Husband,Male,0,0,40,1
33,Private,,9,Never-married,Handlers-cleaners,Not-in-family,Male,0,0,40,0
26,Private,Some-college,10,Never-married,Sales,Not-in-family,Female,0,0,15,1
48,Private,Some-college,10,Separated,Sales,Unmarried,Female,0,0,35,1
31,,HS-grad,,Never-married,,Own-child,Female,0,0,40,0
36,,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,Male,0,0,45,0
48,Private,HS-grad,9,Divorced,Prof-specialty,Unmarried,Female,0,0,38,0
30,Private,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,Male,5013,0,40,0
33,Private,HS-grad,9,Married-civ-spouse,Handlers-cleaners,Husband,Male,0,0,50,0
53,Private,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,Male,0,0,45,1
,Private,Some-college,10,Married-civ-spouse,Transport-moving,Husband,Male,7298,0,50,1
34,Private,Some-college,10,Never-married,Other-service,Not-in-family,Male,0,0,50,1
45,,Bachelors,13,Married-civ-spouse,Sales,Husband,Male,,0,52,1
,Local-gov,Assoc-voc,11,Married-civ-spouse,,Husband,Male,0,0,60,0
35,Private,Assoc-voc,11,Married-civ-spouse,Craft-repair,Wife,Female,0,,44,0
22,Private,HS-grad,9,Never-married,,Own-child,Male,0,0,40,0
,Private,HS-grad,,,Other-service,Unmarried,Female,0,0,30,1
45,Private,HS-grad,9,Married-civ-spouse,Prof-specialty,Husband,Male,0,0,8,0
17,,11th,7,Never-married,Farming-fishing,Own-child,,0,0,45,0
50,Private,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,Male,0,0,45,0
38,Local-gov,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,,0,0,50,0
33,Private,Some-college,10,Married-civ-spouse,Craft-repair,Husband,Male,7298,0,50,0
25,Private,,13,Never-married,Sales,Not-in-family,Female,6849,0,50,0
,Private,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,Male,0,0,40,0
62,Self-emp-not-inc,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,Male,0,0,10,0
32,Private,HS-grad,9,,Tech-support,Husband,Male,0,0,60,0
17,,11th,7,Never-married,,Own-child,Male,0,0,20,0
61,Private,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,Male,0,0,55,0
40,State-gov,Doctorate,16,Never-married,Prof-specialty,,Female,,0,40,0
21,Private,HS-grad,9,Never-married,Exec-managerial,Other-relative,Female,,0,40,0
39,Private,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,Male,,0,50,1
,Self-emp-not-inc,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,Male,0,0,45,0
29,Private,Assoc-voc,11,Married-civ-spouse,Prof-specialty,Husband,Male,0,0,40,0
27,Federal-gov,Assoc-acdm,12,Never-married,Transport-moving,Not-in-family,,0,0,40,0
20,Private,Assoc-acdm,12,Never-married,,Not-in-family,Female,,0,40,0
51,Local-gov,Masters,14,Never-married,Prof-specialty,Own-child,,0,0,40,0
,Private,HS-grad,9,Separated,Machine-op-inspct,Unmarried,Female,0,,15,0
31,Private,Some-college,10,Married-civ-spouse,Craft-repair,Husband,Male,0,0,40,0
29,Private,HS-grad,9,Never-married,Tech-support,Own-child,Male,0,0,40,0
56,Private,,13,Married-civ-spouse,Adm-clerical,Husband,Male,0,0,30,0
55,Self-emp-not-inc,,10,,Tech-support,,Female,0,0,12,0
26,Private,Some-college,10,Never-married,Tech-support,Own-child,Male,0,0,20,0
46,Private,Some-college,10,Married-civ-spouse,Craft-repair,,,15024,0,45,1
32,Local-gov,HS-grad,9,Married-civ-spouse,Other-service,Husband,Male,0,0,40,0
28,Private,HS-grad,9,Married-civ-spouse,Sales,,Male,0,0,40,0
,Private,7th-8th,4,Never-married,Other-service,Other-relative,Male,0,0,35,0
23,Private,9th,5,Married-spouse-absent,Craft-repair,Not-in-family,Male,0,0,40,0
59,Private,10th,6,Married-civ-spouse,Craft-repair,Husband,Male,0,0,40,0
26,Private,12th,8,Never-married,Craft-repair,Other-relative,Male,0,,48,0
36,Private,10th,6,Never-married,Handlers-cleaners,Not-in-family,Male,0,0,40,1
18,Private,HS-grad,9,Never-married,Sales,Own-child,Female,0,0,15,0
33,Private,9th,5,Divorced,Handlers-cleaners,Not-in-family,Male,0,0,70,1
60,Self-emp-not-inc,Assoc-voc,11,Married-civ-spouse,Transport-moving,Wife,Female,0,0,15,0
40,Private,HS-grad,9,Divorced,Machine-op-inspct,Unmarried,Female,0,0,48,0
48,Private,HS-grad,9,Married-civ-spouse,Farming-fishing,Husband,Male,0,0,43,0
27,Self-emp-not-inc,10th,6,Married-civ-spouse,Craft-repair,Husband,Male,0,0,48,0
,Private,Some-college,10,Never-married,Other-service,Own-child,Male,0,0,20,1
38,Private,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,Male,0,0,50,1
26,Private,,10,Divorced,Craft-repair,Not-in-family,Male,0,0,43,0
45,,Assoc-voc,11,Married-civ-spouse,Protective-serv,Husband,Male,3908,0,40,0
20,Private,Some-college,10,Never-married,Adm-clerical,Own-child,Female,0,0,20,0
32,Federal-gov,HS-grad,9,Divorced,Craft-repair,Unmarried,Male,0,0,40,0
22,Private,Some-college,10,Never-married,Handlers-cleaners,Own-child,Female,0,0,13,0
22,Private,HS-grad,9,Never-married,Adm-clerical,Not-in-family,Male,0,0,40,0
38,State-gov,HS-grad,9,Never-married,Other-service,Unmarried,Female,,0,38,0
34,Private,,9,Married-civ-spouse,Craft-repair,Husband,Male,0,1848,50,0
46,Private,1st-4th,2,Widowed,Other-service,Unmarried,Female,0,0,30,0
39,Private,Bachelors,13,,Exec-managerial,Not-in-family,Female,0,,25,1
79,Self-emp-not-inc,,9,Widowed,Other-service,Not-in-family,Female,0,0,24,0
24,Private,HS-grad,9,,Sales,,Male,0,0,40,0
31,Private,Some-college,,Married-civ-spouse,Craft-repair,Husband,Male,2407,0,65,0
37,Self-emp-not-inc,Bachelors,13,,Sales,Husband,Male,3137,0,77,0
23,Private,HS-grad,9,,Craft-repair,Other-relative,Male,0,0,40,1
31,Private,Some-college,10,,Transport-moving,Husband,Male,0,1579,45,0
29,Private,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,Male,0,0,40,1
22,State-gov,Bachelors,13,Never-married,Prof-specialty,Own-child,Female,0,,43,1
55,Local-gov,HS-grad,9,Divorced,Other-service,Unmarried,Female,0,0,38,0
43,,HS-grad,9,Divorced,Craft-repair,Other-relative,Male,0,0,40,0
23,Private,7th-8th,4,Never-married,Farming-fishing,Unmarried,Male,0,0,36,0
29,Private,HS-grad,,Never-married,Adm-clerical,Unmarried,Male,0,0,35,0
22,Private,Assoc-voc,11,Never-married,Other-service,,Female,0,0,40,0
22,Private,Some-college,10,Never-married,Sales,Not-in-family,Male,0,0,,0
25,Private,HS-grad,,Married-civ-spouse,Exec-managerial,Husband,Male,7298,0,,0
29,,,10,Never-married,Machine-op-inspct,Own-child,Male,0,0,45,1
25,State-gov,Some-college,10,,Transport-moving,,Male,0,0,40,1
33,,HS-grad,9,Never-married,Exec-managerial,Not-in-family,Female,0,0,40,0
33,Private,Bachelors,,Never-married,Prof-specialty,Not-in-family,Male,,0,,1
31,Private,Doctorate,16,Never-married,Prof-specialty,Not-in-family,Female,0,0,28,0
30,Local-gov,Masters,14,Married-civ-spouse,Prof-specialty,,Male,0,1887,,1
55,Private,Bachelors,13,Married-civ-spouse,Sales,Husband,,0,0,40,1
36,Private,12th,8,Never-married,Exec-managerial,Not-in-family,Male,4650,,50,0
28,Private,Bachelors,13,Never-married,Sales,Not-in-family,Male,8614,0,40,0
42,Private,Masters,14,Married-civ-spouse,Prof-specialty,Husband,Male,0,0,40,0
51,Private,Assoc-acdm,12,Divorced,,Unmarried,Male,0,0,55,0
62,Local-gov,Bachelors,13,Divorced,Prof-specialty,,Female,0,0,40,1
65,Self-emp-inc,Some-college,10,Married-civ-spouse,Sales,Husband,Male,0,0,35,0
23,Private,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,Male,,0,40,1
,Private,7th-8th,4,Married-civ-spouse,Craft-repair,Husband,Male,0,0,60,0
50,Self-emp-inc,HS-grad,9,Divorced,Exec-managerial,,Female,0,0,40,0
32,Self-emp-not-inc,Bachelors,13,Married-civ-spouse,Craft-repair,Husband,Male,0,0,40,1
37,Federal-gov,Some-college,10,Married-civ-spouse,Machine-op-inspct,Husband,Male,0,0,40,0
31,Private,HS-grad,9,Never-married,,Unmarried,Male,14344,0,40,0
76,Private,,6,Widowed,,Unmarried,Female,0,0,,0
,Private,Bachelors,13,Divorced,Sales,Not-in-family,Female,0,0,60,0
32,Federal-gov,Bachelors,13,Married-civ-spouse,Prof-specialty,,Male,0,0,40,1
31,Private,Some-college,10,Never-married,Adm-clerical,Not-in-family,Female,0,0,52,0
31,Federal-gov,Bachelors,13,Divorced,Protective-serv,Not-in-family,Male,0,0,50,0
65,Self-emp-not-inc,Prof-school,15,Divorced,Prof-specialty,Not-in-family,,0,,40,0
30,Private,HS-grad,9,Married-civ-spouse,,Husband,,0,0,60,0
,Private,Some-college,10,Never-married,Prof-specialty,Own-child,Female,0,0,10,0
40,Federal-gov,Masters,14,Married-civ-spouse,Tech-support,Husband,Male,0,1902,40,1
26,State-gov,Some-college,10,Never-married,Craft-repair,Not-in-family,Female,0,0,40,1
18,Private,11th,7,Never-married,Other-service,Own-child,Female,0,0,8,0
34,Local-gov,HS-grad,,Married-civ-spouse,,Husband,Male,0,0,50,1
44,Self-emp-not-inc,Some-college,10,Never-married,Farming-fishing,Own-child,Male,,0,60,0
30,Private,Assoc-acdm,12,Never-married,Tech-support,Not-in-family,Female,0,0,,0
36,Self-emp-not-inc,Bachelors,13,Never-married,Craft-repair,Own-child,Male,0,0,40,0
31,Private,Some-college,10,Married-civ-spouse,Prof-specialty,Husband,Male,0,0,,0
22,Private,Some-college,10,Never-married,Sales,Not-in-family,Male,0,0,20,0
,Private,,9,Never-married,Sales,Own-child,Male,0,0,40,1
49,,Masters,,Married-civ-spouse,Exec-managerial,Husband,Male,15024,0,50,0
39,Self-emp-not-inc,Bachelors,13,Separated,Craft-repair,Own-child,Male,0,,35,0
19,Private,Some-college,,Never-married,Handlers-cleaners,Own-child,Male,0,0,16,0
30,Private,Assoc-acdm,12,Married-civ-spouse,Exec-managerial,Husband,Male,0,1848,50,1
25,Private,,10,Never-married,Craft-repair,Other-relative,Female,0,0,40,0
46,Private,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,Male,0,0,40,1
37,Private,Masters,14,Married-civ-spouse,Prof-specialty,Husband,,0,0,,1
41,,HS-grad,9,Married-civ-spouse,,Husband,Male,0,,40,0
40,Self-emp-not-inc,,10,Married-civ-spouse,,Husband,,0,0,20,0
44,Private,HS-grad,9,Divorced,Adm-clerical,Unmarried,Female,0,0,40,0
32,Private,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,Male,0,0,40,0
58,Private,HS-grad,9,Married-civ-spouse,Handlers-cleaners,Husband,Male,0,0,20,0
48,Private,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,Male,0,0,,0
34,Private,Bachelors,13,Married-civ-spouse,Exec-managerial,,,0,0,40,0
29,Private,Assoc-voc,11,Never-married,Adm-clerical,,Female,0,0,40,1
46,Self-emp-inc,Bachelors,13,Married-civ-spouse,Sales,,Male,0,0,50,1
36,Local-gov,HS-grad,9,Never-married,Transport-moving,Not-in-family,Male,0,0,40,0
59,Local-gov,Bachelors,13,Never-married,Adm-clerical,Not-in-family,Male,0,0,38,0
29,Private,12th,8,Married-civ-spouse,Transport-moving,Husband,Male,0,0,40,0
25,Private,HS-grad,9,Married-civ-spouse,Machine-op-inspct,,Male,0,0,40,0
27,Private,,12,Never-married,Other-service,Not-in-family,Female,0,0,35,0
48,Private,HS-grad,9,Married-civ-spouse,Farming-fishing,Husband,Male,0,0,70,0
51,Federal-gov,Doctorate,16,Never-married,Prof-specialty,Not-in-family,Female,0,,70,0
36,Private,HS-grad,9,Divorced,,Not-in-family,Male,8614,0,45,0
42,Local-gov,11th,7,Divorced,Sales,Unmarried,Male,7430,,50,0
49,,,13,Married-civ-spouse,Adm-clerical,Husband,Male,,0,40,0
33,Private,Some-college,10,Never-married,Tech-support,Own-child,Male,0,0,20,1
40,,Bachelors,13,Divorced,Sales,Not-in-family,Male,0,1564,60,0
26,Private,Bachelors,13,Never-married,Prof-specialty,Not-in-family,Female,0,0,40,0
59,Private,HS-grad,9,Married-civ-spouse,Machine-op-inspct,,,0,0,30,1
30,Private,HS-grad,9,Never-married,Adm-clerical,,Female,0,0,40,1
31,Local-gov,Assoc-acdm,12,Married-civ-spouse,Adm-clerical,Wife,Female,0,0,35,0
30,Private,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,,0,0,50,1
27,Private,Bachelors,,Never-married,Exec-managerial,Not-in-family,Female,0,0,40,0
,Private,Assoc-acdm,12,Divorced,Adm-clerical,,Female,4101,0,40,0
,Private,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,Male,0,0,40,0
47,Private,Bachelors,13,,Sales,Unmarried,Female,0,0,50,1
51,Private,Bachelors,13,Never-married,Prof-specialty,Not-in-family,Male,,0,,0
34,Private,HS-grad,9,Married-civ-spouse,Craft-repair,,Male,0,0,45,0
47,Private,HS-grad,9,Divorced,Other-service,Unmarried,Male,0,0,,0
47,Private,Some-college,10,Married-civ-spouse,Adm-clerical,Husband,Male,0,0,44,0
20,Private,Some-college,10,Never-married,Adm-clerical,,Female,0,0,40,0
31,Private,11th,7,Divorced,Other-service,Not-in-family,Female,0,0,40,1
,Private,Assoc-voc,11,Divorced,Other-service,Unmarried,Female,0,0,32,0
52,Private,5th-6th,3,Married-spouse-absent,Craft-repair,Other-relative,Male,0,0,40,0
,Private,HS-grad,,Widowed,Adm-clerical,Not-in-family,Female,0,0,40,0
53,Private,HS-grad,9,,Craft-repair,Husband,Male,0,0,40,1
26,Private,Some-college,10,Married-civ-spouse,Sales,Husband,Male,0,0,50,0
81,Private,,10,Divorced,Adm-clerical,Not-in-family,Female,0,0,20,0
57,Federal-gov,Some-college,10,Divorced,Prof-specialty,Not-in-family,Male,0,,,0
,Private,HS-grad,9,,Adm-clerical,,Female,0,0,40,0
24,Private,Assoc-voc,11,Never-married,Tech-support,Unmarried,Female,0,0,40,0
20,Private,HS-grad,9,Never-married,Other-service,,Male,0,2001,40,0
68,Federal-gov,Some-college,,Divorced,Adm-clerical,Other-relative,Female,2346,0,40,0
60,Private,HS-grad,9,Separated,Sales,Not-in-family,Female,0,,32,0
37,Federal-gov,Some-college,10,Married-civ-spouse,Craft-repair,Husband,Male,0,0,40,0
25,Private,7th-8th,4,Never-married,Handlers-cleaners,Unmarried,Male,0,0,40,0
36,Federal-gov,HS-grad,9,Married-civ-spouse,Adm-clerical,,Male,0,0,40,0
45,Private,Assoc-acdm,,,,Husband,Male,0,0,40,1
34,Private,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,Male,0,0,60,0
31,Private,Bachelors,13,Separated,Exec-managerial,Not-in-family,Female,0,0,70,0
47,Self-emp-not-inc,Bachelors,13,,Farming-fishing,Husband,Male,0,0,60,0
60,Self-emp-not-inc,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,Male,0,0,42,1
75,Private,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,Male,0,0,24,1
43,Local-gov,Some-college,10,Married-civ-spouse,Protective-serv,Husband,Male,0,0,40,0
18,Private,HS-grad,9,Never-married,Handlers-cleaners,Own-child,Male,0,0,,1
25,Private,Bachelors,13,Never-married,Tech-support,,Female,0,1092,40,1
20,Private,HS-grad,9,Never-married,Adm-clerical,Own-child,Female,0,0,40,0
32,Private,HS-grad,9,Never-married,Sales,Not-in-family,,0,0,50,1
57,Self-emp-inc,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,Male,0,0,20,0
,Private,Some-college,10,Married-civ-spouse,Transport-moving,Husband,Male,0,0,60,1
18,Self-emp-not-inc,HS-grad,,Never-married,,Other-relative,Male,0,0,40,0
41,Local-gov,,13,Separated,,Unmarried,Female,0,0,40,0
48,Private,HS-grad,9,Never-married,Machine-op-inspct,,Male,,0,40,0
35,Private,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,Male,5178,0,90,0
41,State-gov,Assoc-voc,11,Married-civ-spouse,,Husband,Male,0,0,40,0
23,Private,HS-grad,9,Never-married,Craft-repair,Own-child,Female,0,1594,20,0
32,State-gov,Bachelors,13,Married-civ-spouse,Protective-serv,Husband,Male,0,1887,45,0
33,Private,HS-grad,9,Never-married,Craft-repair,Own-child,Male,0,0,40,0
58,Private,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,Male,0,0,40,0
,Private,,10,Never-married,Sales,Other-relative,Male,0,0,65,0
33,Private,Some-college,10,Divorced,Other-service,Not-in-family,Female,0,0,50,0
42,Self-emp-not-inc,Prof-school,15,Married-civ-spouse,Prof-specialty,Husband,Male,0,0,38,0
25,Private,HS-grad,9,Never-married,Adm-clerical,Own-child,Female,0,0,40,0
39,Private,HS-grad,9,,Prof-specialty,Husband,Male,0,0,50,0
35,Private,Bachelors,13,Married-civ-spouse,Sales,Husband,Male,0,0,45,0
50,Private,Some-college,10,Married-civ-spouse,,Wife,Female,0,1902,38,0
49,Local-gov,Masters,14,Married-civ-spouse,Exec-managerial,Husband,,0,0,50,0
25,Local-gov,Bachelors,13,Never-married,Prof-specialty,Own-child,Male,0,0,40,0
47,Federal-gov,Some-college,10,Divorced,Adm-clerical,Unmarried,Female,0,0,40,0
46,Private,Some-college,10,Married-civ-spouse,Exec-managerial,Wife,Female,0,0,40,1
42,State-gov,Assoc-acdm,12,Divorced,Prof-specialty,Not-in-family,Male,0,0,40,1
37,Private,11th,7,Never-married,Transport-moving,Not-in-family,Male,0,0,60,0
25,Private,Bachelors,13,Never-married,Craft-repair,,Male,,0,40,0
29,Private,10th,6,Married-civ-spouse,Craft-repair,Husband,Male,,0,40,0
26,Private,Some-college,10,Never-married,Sales,Not-in-family,Male,0,0,45,1
45,Self-emp-inc,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,Male,0,0,40,1
34,Private,HS-grad,9,Separated,Exec-managerial,Unmarried,Female,0,0,,0
33,Federal-gov,Assoc-acdm,12,Never-married,Adm-clerical,Unmarried,Female,0,0,40,1
43,Private,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,Male,0,0,40,1
28,Private,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,Male,0,0,45,1
,Self-emp-not-inc,Some-college,10,Married-civ-spouse,Farming-fishing,Husband,Male,0,0,75,0
21,Private,Some-college,10,Never-married,,Not-in-family,Female,0,0,35,0
23,Private,,12,Never-married,Other-service,Own-child,Female,0,0,35,1
30,Private,HS-grad,9,Never-married,Tech-support,Not-in-family,Female,0,,,1
46,Private,Masters,14,Married-civ-spouse,Exec-managerial,Husband,Male,0,0,45,0
38,Self-emp-inc,HS-grad,9,Never-married,Farming-fishing,,Male,0,0,,0
20,Private,HS-grad,,Never-married,Sales,Not-in-family,Male,0,0,40,0
36,Private,Bachelors,,Married-civ-spouse,Prof-specialty,,Male,0,1485,50,0
37,Self-emp-not-inc,Prof-school,15,Married-civ-spouse,Prof-specialty,Husband,Male,99999,0,50,0
44,Local-gov,Masters,14,Never-married,Prof-specialty,Not-in-family,Male,0,1876,42,0
33,Private,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,Male,,0,40,1
